word_id,word
10538,bychara
10539,byk
10540,chernozhopyi
10541,dolboy'eb
10542,ebalnik
10543,ebalo
10544,ebalom_sch'elkat
10545,gol
10546,mudack
10547,opizdenet
10548,osto'eblo
10549,ostokhuitel'no
10550,ot'ebis
10551,otmudohat
10552,otpizdit
10553,otsosi
10554,padlo
10555,pedik
10556,perdet
10557,petuh
10558,pidar_gnoinyj
10559,pizda
10560,pizdato
10561,pizdatyi
10562,piz'det
10563,pizdetc
10564,pizdoi_nakryt'sja
10565,pizd'uk
10566,piz`dyulina
10567,podi_ku'evo
10568,poeben
10569,po'imat'_na_konchik
10570,po'iti_posrat
10571,po_khuy
10572,poluchit_pizdy
10573,pososi_moyu_konfetku
10574,prissat
10575,proebat
10576,promudobl'adsksya_pizdopro'ebina
10577,propezdoloch
10578,prosrat
10579,raspeezdeyi
10580,raspizdatyi
10581,raz'yebuy
10582,raz'yoba
10583,s'ebat'sya
10584,shalava
10585,styervo
10586,sukin_syn
10587,svodit_posrat
10588,svoloch
10589,trakhat'sya
10590,trimandoblydskiy_pizdoproyob
10591,ubl'yudok
10592,uboy
10593,u'ebitsche
10594,vafl'a
10595,vafli_lovit
10596,v_pizdu
10597,vyperdysh
10598,vzdrochennyi
10599,yeb_vas
10600,za'ebat
10601,zaebis
10602,zalupa
10603,zalupat
10604,zasranetc
10605,zassat
10606,zlo'ebuchy
10607,бздёнок
10608,блядки
10609,блядовать
10610,блядство
10611,блядь
10612,бугор
10613,во_пизду
10614,встать_раком
10615,выёбываться
10616,гандон
10617,говно
10618,говнюк
10619,голый
10620,дать_пизды
10621,дерьмо
10622,дрочить
10623,другой_дразнится
10624,ёбарь
10625,ебать
10626,ебать-копать
10627,ебло
10628,ебнуть
10629,ёб_твою_мать
10630,жопа
10631,жополиз
10632,играть_на_кожаной_флейте
10633,измудохать
10634,каждый_дрочит_как_он_хочет
10635,какая_разница
10636,как_два_пальца_обоссать
10637,курите_мою_трубку
10638,лысого_в_кулаке_гонять
10639,малофья
10640,манда
10641,мандавошка
10642,мент
10643,муда
10644,мудило
10645,мудозвон
10646,наебать
10647,наебениться
10648,наебнуться
10649,на_фиг
10650,на_хуй
10651,на_хую_вертеть
10652,на_хуя
10653,нахуячиться
10654,невебенный
10655,не_ебет
10656,ни_за_хуй_собачу
10657,ни_хуя
10658,обнаженный
10659,обоссаться_можно
10660,один_ебётся
10661,опесдол
10662,офигеть
10663,охуеть
10664,охуительно
10665,половое_сношение
10666,секс
10667,сиськи
10668,спиздить
10669,срать
10670,ссать
10671,траxать
10672,ты_мне_ваньку_не_валяй
10673,фига
10674,хапать
10675,хер_с_ней
10676,хер_с_ним
10677,хохол
10678,хрен
10679,хуёво
10680,хуёвый
10681,хуем_груши_околачивать
10682,хуеплет
10683,хуило
10684,хуиней_страдать
10685,хуиня
10686,хуй
10687,хуйнуть
10688,хуй_пинать
