word_id,word
960,aand
961,aandu
962,balatkar
963,balatkari
964,behen_chod
965,beti_chod
966,bhadva
967,bhadve
968,bhandve
969,bhangi
970,bhootni_ke
971,bhosad
972,bhosadi_ke
973,boobe
974,chakke
975,chinaal
976,chinki
977,chod
978,chodu
979,chodu_bhagat
980,chooche
981,choochi
982,choope
983,choot
984,choot_ke_baal
985,chootia
986,chutiya
987,chuche
988,chuchi
989,chudaap
990,chudai_khanaa
991,chudam_chudai
992,chude
993,chut
994,chut_ka_chuha
995,chut_ka_churan
996,chut_ka_mail
997,chut_ke_baal
998,chut_ke_dhakkan
999,chut_maarli
1000,chutad
1001,chutadd
1002,chutan
1003,chutiya
1004,gaand
1005,gaandfat
1006,gaandmasti
1007,gaandu
1008,gandfattu
1009,gandu
1010,gashti
1011,gasti
1012,ghassa
1013,ghasti
1014,gucchi
1015,gucchu
1016,harami
1017,haramzade
1018,hawas
1019,hawas_ke_pujari
1020,hijda
1021,hijra
1022,jhant
1023,jhant_chaatu
1024,jhant_ka_keeda
1025,jhant_ke_baal
1026,jhant_ke_pissu
1027,jhantu
1028,kamine
1029,kaminey
1030,kanjar
1031,kutta
1032,kutta_kamina
1033,kutte_ki_aulad
1034,kutte_ki_jat
1035,kuttiya
1036,loda
1037,lodu
1038,lund
1039,lund_choos
1040,lund_ka_bakkal
1041,lund_khajoor
1042,lundtopi
1043,lundure
1044,maa_ki_chut
1045,maal
1046,madar_chod
1047,madarchod
1048,madhavchod
1049,mooh_mein_le
1050,mutth
1051,mutthal
1052,najayaz
1053,najayaz_aulaad
1054,najayaz_paidaish
1055,paki
1056,pataka
1057,patakha
1058,raand
1059,randaap
1060,randi
1061,randi_rona
1062,saala
1063,saala_kutta
1064,saali_kutti
1065,saali_randi
1066,suar
1067,suar_ke_lund
1068,suar_ki_aulad
1069,tatte
1070,tatti
1071,teri_maa_ka_bhosada
1072,teri_maa_ka_boba_chusu
1073,teri_maa_ki_behenchod
1074,teri_maa_ki_chut
1075,tharak
1076,tharki
1077,tu_chuda
